title,kind,estMonthly,startupCost,hoursPerWeek,notes,url
Community Patreon – Rest Rituals – Set B,passive,150,0,2.0,Batch 3 assets/week for rest rituals. Automate posts.,
Community Patreon – Rest Rituals – Set C,active,150,0,3.0,Batch 3 assets/week for rest rituals. Automate posts.,
Community Patreon – Rest Rituals – Micro,active,25,10,1.5,Batch 3 assets/week for rest rituals. Automate posts.,
Community Patreon – Rest Rituals – Starter,active,45,40,2.0,Batch 3 assets/week for rest rituals. Automate posts.,
Community Patreon – Rest Rituals – Deluxe,passive,25,25,3.0,Batch 3 assets/week for rest rituals. Automate posts.,
Community Patreon – Rest Rituals – Bundle,active,180,40,1.0,Batch 3 assets/week for rest rituals. Automate posts.,
Community Patreon – Rest Rituals – Seasonal,passive,120,0,1.0,Batch 3 assets/week for rest rituals. Automate posts.,
Community Patreon – Rest Rituals – Collab,active,120,40,1.0,Batch 3 assets/week for rest rituals. Automate posts.,
Community Patreon – Rest Rituals – Limited,active,35,25,1.0,Batch 3 assets/week for rest rituals. Automate posts.,
Community Patreon – Art Jam – Set A,active,150,15,1.0,Batch 3 assets/week for art jam. Automate posts.,
Community Patreon – Art Jam – Set B,passive,60,0,1.5,Batch 3 assets/week for art jam. Automate posts.,
Community Patreon – Art Jam – Set C,active,45,15,3.0,Batch 3 assets/week for art jam. Automate posts.,
Community Patreon – Art Jam – Micro,active,90,15,0.5,Batch 3 assets/week for art jam. Automate posts.,
Community Patreon – Art Jam – Starter,active,25,0,1.0,Batch 3 assets/week for art jam. Automate posts.,
Community Patreon – Art Jam – Deluxe,passive,75,0,1.5,Batch 3 assets/week for art jam. Automate posts.,
Community Patreon – Art Jam – Bundle,passive,120,0,0.5,Batch 3 assets/week for art jam. Automate posts.,
Community Patreon – Art Jam – Seasonal,active,75,25,0.5,Batch 3 assets/week for art jam. Automate posts.,
Community Patreon – Art Jam – Collab,active,90,40,1.0,Batch 3 assets/week for art jam. Automate posts.,
Community Patreon – Art Jam – Limited,passive,35,25,3.0,Batch 3 assets/week for art jam. Automate posts.,
